"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G44730",8.32289351540688,0.225982296508535,0.898351613903885,0.251552168450507,0.801387233875246,0.999983548132501
"AT3G44750",51.7546048655846,-0.221046830541335,0.410862634300737,-0.538006652558082,0.590572455808272,0.999983548132501
"AT3G44820",8.71217852712278,0.0968675503783618,0.857809643472059,0.112924296334886,0.910090573843567,0.999983548132501
"AT3G44850",10.5992110054958,-0.395225773639994,0.765184006068338,-0.51651076147127,0.605497724759656,0.999983548132501
"AT3G44955",19.6672231296453,-0.37447910520503,0.578233420206975,-0.647626187139077,0.517226755625249,0.999983548132501
"AT3G44990",74.5628535233124,0.0920379737777957,0.359416984154393,0.256075749993661,0.797892346524566,0.999983548132501
"AT3G45010",37.593698408491,0.539489993614864,0.445455712505529,1.21109681270092,0.225858302816725,0.999983548132501
"AT3G45030",49.5412833393849,0.0646156672399291,0.392547582320919,0.164605948807255,0.869254148622036,0.999983548132501
"AT3G45040",13.3999393260508,0.48519377850697,0.705857228944465,0.687382318422276,0.491841836924526,0.999983548132501
"AT3G45070",10.1041774908492,0.213679225152025,0.82887055939505,0.257795650635701,0.796564621356216,0.999983548132501
"AT3G45090",34.7537570135791,0.284694296802779,0.452426829082001,0.629260420697065,0.529178578491623,0.999983548132501
"AT3G45100",7.87165227246924,0.655567514649177,0.897501726130605,0.730435937405404,0.465123758165201,0.999983548132501
"AT3G45160",12.8937534838036,-1.36182162250669,0.723151921232103,-1.88317500448097,0.0596766552565721,0.937455568809315
"AT3G45190",78.2877972896429,-0.314551710742753,0.330313124388456,-0.952283416909685,0.340953265651904,0.999983548132501
"AT3G45210",9.24498217820059,-1.37393111784774,0.836962719360709,-1.64156788118015,0.100679588555356,0.999983548132501
"AT3G45230",10.2747063516269,-0.0647610589381337,0.820839927266956,-0.0788960877594736,0.937115275058923,0.999983548132501
"AT3G45300",9.05380957760918,0.31330884414058,0.84096404151656,0.372559144830464,0.709476584746443,0.999983548132501
"AT3G45310",49.9927692051949,0.213674095453331,0.391844415932942,0.545303408100366,0.58554486051476,0.999983548132501
"AT3G45330",6.95898031021726,0.645419732492563,0.969717224440113,0.665575196795344,0.50568266447081,NA
"AT3G45410",11.8930779201381,-0.124169159708622,0.744102182096779,-0.166871113532728,0.867471462486266,0.999983548132501
"AT3G45600",74.7470447482146,0.15618554320869,0.343065965580839,0.45526388181426,0.64891940722269,0.999983548132501
"AT3G45620",26.0337174097374,0.0913817235871313,0.513207663453777,0.178059935761972,0.858675905796155,0.999983548132501
"AT3G45630",14.7986305871457,-0.296892799139703,0.665310787756234,-0.446246783613679,0.655418992282696,0.999983548132501
"AT3G45640",13.0818693842326,1.79352826780833,0.814792961908333,2.20120736390223,0.027721347228452,0.629246152886461
"AT3G45650",34.3350910951133,1.06071408654969,0.478572525999522,2.21641241175377,0.0266632704294632,0.616659139860286
"AT3G45660",11.7546572595758,0.449268611998397,0.751154439531428,0.598104182514919,0.549770419662756,0.999983548132501
"AT3G45680",5.66166428282755,1.90235476892693,1.16404655496015,1.63426003953258,0.102204260534002,NA
"AT3G45710",36.6934381175989,1.05627634492681,0.495130435967502,2.13332945865631,0.0328977092715617,0.690221740866806
"AT3G45770",19.7552202498363,-0.295781213544911,0.576149822393137,-0.513375518048992,0.607688667542243,0.999983548132501
"AT3G45780",10.7963992601423,0.117663891614893,0.760006602769083,0.154819564969811,0.876963566568952,0.999983548132501
"AT3G45830",33.1327672465692,0.0856286087458289,0.459074986232929,0.186524230928979,0.852033678739919,0.999983548132501
"AT3G45850",9.33152987924321,0.0657613051690179,0.813522572513851,0.0808352557026292,0.935572969805906,0.999983548132501
"AT3G45900",9.06893628062753,0.559059882159149,0.835820398114718,0.668875614211101,0.503574827109196,0.999983548132501
"AT3G45930",47.6621866494022,-0.242107866364624,0.397844161593111,-0.608549501883193,0.542823084977023,0.999983548132501
"AT3G45935",11.67062803358,-0.5375490207029,0.733422283166134,-0.732932490655093,0.463599605368369,0.999983548132501
"AT3G45965",11.67062803358,-0.5375490207029,0.733422283166134,-0.732932490655093,0.463599605368369,0.999983548132501
"AT3G45970",7.62408565341999,0.638678929054181,0.922139100635727,0.692605842886255,0.48855694255904,NA
"AT3G45980",55.055587457518,-0.221052937341401,0.374847197213694,-0.589714793079757,0.555381875841414,0.999983548132501
"AT3G46000",37.113553455213,0.0295176128991085,0.439418611950538,0.0671742436399827,0.946442989396716,0.999983548132501
"AT3G46010",46.5674014783309,0.0991431939551849,0.403514278871186,0.245699344847309,0.805914979390441,0.999983548132501
"AT3G46030",60.2399696084387,-0.0517517281559125,0.360445349958872,-0.143577183508728,0.8858343588756,0.999983548132501
"AT3G46040",94.342328098388,-0.0412230616421045,0.307472954154294,-0.134070529082757,0.89334680359983,0.999983548132501
"AT3G46060",59.9583811360615,0.263701508547632,0.363914663409746,0.724624575654211,0.468682377961089,0.999983548132501
"AT3G46100",10.4396415066375,-0.277669584389027,0.790002996233932,-0.351479153512988,0.725228909194381,0.999983548132501
"AT3G46130",19.627604680258,-0.907016474759491,0.595552594609826,-1.52298299590772,0.127762959645175,0.999983548132501
"AT3G46220",15.9640603894758,0.9970175329218,0.683744858260592,1.458171890986,0.144793169572344,0.999983548132501
"AT3G46230",90.0314182859737,-1.12589980327525,0.807139334804743,-1.39492619765287,0.163038096153226,0.999983548132501
"AT3G46270",19.9573005551559,-0.105142446523133,0.585403496402811,-0.179606796285319,0.857461268789099,0.999983548132501
"AT3G46280",38.1377670730665,0.244374691954598,0.44690494567934,0.546815814676484,0.584505276994113,0.999983548132501
"AT3G46290",28.6128589715063,0.842284286611786,0.506336535443965,1.6634870834933,0.0962149742617082,0.999983548132501
"AT3G46320",47.596681581981,-0.178853681969473,0.401770064401738,-0.445164281305521,0.656201037443697,0.999983548132501
"AT3G46430",29.259446637357,-0.257626607407189,0.491897251871713,-0.523740692648508,0.600458908478383,0.999983548132501
"AT3G46440",32.3808566170062,0.410774505674079,0.46767012624585,0.878342409791082,0.379757927315535,0.999983548132501
"AT3G46450",13.5534415136629,0.368618843615668,0.703920847413834,0.523665189019409,0.600511431783848,0.999983548132501
"AT3G46460",13.8301379353669,-0.913368848501799,0.681794032878614,-1.33965509296913,0.180357503606078,0.999983548132501
"AT3G46510",59.8329647069862,0.35339656016891,0.366328616660464,0.964698208375187,0.334695992896306,0.999983548132501
"AT3G46540",7.49904310637196,0.564876655322601,0.921263121499893,0.613154528972064,0.539774167648732,NA
"AT3G46560",45.9702264353669,-0.470977766878523,0.399631389086892,-1.17853046517354,0.238585194304718,0.999983548132501
"AT3G46585",19.6672231296453,-0.37447910520503,0.578233420206975,-0.647626187139077,0.517226755625249,0.999983548132501
"AT3G46590",21.0669863369309,1.18578198108131,0.58481440747131,2.02762101263636,0.042598942749597,0.785874946068657
